symbol,datetime,close,high,low,open,volume,change_in_price,down_days,up_days,RSI,low_14,high_14,k_percent,r_percent,MACD,MACD_EMA,Price_Rate_Of_Change,On Balance Volume,Prediction
AMZN,2020-01-22,94.3730010986328,95.125,94.16699981689452,94.80449676513672,64326000.0,-0.22699737548829546,0.22699737548829546,0.0,51.600606320671936,92.75450134277344,95.89099884033205,51.60213764299737,-48.39786235700264,-0.0778555396262135,-0.08514824643231247,-0.002383779940907549,-65102000.0,-1.0
AMZN,2020-01-23,94.22899627685548,94.4990005493164,93.63800048828124,94.25550079345705,49692000.0,-0.14400482177731533,0.14400482177731533,0.0,49.78720450066435,92.75450134277344,95.89099884033205,47.01087551416079,-52.98912448583921,-0.06343332699108828,-0.0806468849673791,-0.008663650145147028,-114794000.0,-1.0
AMZN,2020-01-24,93.08200073242188,94.74949645996094,92.37200164794922,94.56849670410156,75324000.0,-1.146995544433608,1.146995544433608,0.0,37.63270072472335,92.37200164794922,95.89099884033205,20.17617649737006,-79.82382350262995,-0.12125745417705502,-0.08900423736650495,-0.011427562519461865,-190118000.0,-1.0
AMZN,2020-01-27,91.41699981689452,92.0500030517578,90.76699829101562,91.0,70570000.0,-1.665000915527358,1.665000915527358,0.0,26.710642661799227,90.76699829101562,95.89099884033205,12.685430448784926,-87.31456955121507,-0.26688945168284306,-0.12540085929453568,-0.033289298823444335,-260688000.0,-1.0
AMZN,2020-01-28,92.6624984741211,92.90550231933594,91.5009994506836,92.0250015258789,56160000.0,1.2454986572265767,0.0,1.2454986572265767,41.39217517506821,90.76699829101562,95.89099884033205,36.99258352652485,-63.00741647347515,-0.29661510644361044,-0.16027188935631975,-0.008660365102833523,-204528000.0,1.0
AMZN,2020-01-29,92.9000015258789,93.7375030517578,92.7509994506836,93.1999969482422,41760000.0,0.2375030517578125,0.0,0.2375030517578125,43.86633479886505,90.76699829101562,95.89099884033205,41.627693329342826,-58.37230667065717,-0.30061622348317485,-0.18875118610237332,-0.002158907030063273,-162768000.0,1.0
AMZN,2020-01-30,93.53399658203124,93.64350128173828,92.53050231933594,92.9000015258789,126548000.0,0.6339950561523295,0.0,0.6339950561523295,50.325418502489924,90.76699829101562,95.34700012207033,60.41478569405757,-39.58521430594243,-0.25874590343958914,-0.20291340888177048,-0.0038660082806356577,-36220000.0,1.0
AMZN,2020-01-31,100.43599700927734,102.78600311279295,100.1135025024414,102.57350158691406,311346000.0,6.902000427246108,0.0,6.902000427246108,79.68642369068357,90.76699829101562,102.78600311279295,80.44758165619822,-19.55241834380178,0.2333368055474807,-0.11485113488039411,0.0772233573247334,275126000.0,1.0
AMZN,2020-02-03,100.20999908447266,102.4250030517578,100.0124969482422,100.52999877929688,117834000.0,-0.2259979248046875,0.2259979248046875,0.0,77.94579252097638,90.76699829101562,102.78600311279295,78.56724357367078,-21.43275642632921,0.596373090522107,0.02845109401676933,0.059302332989849216,157292000.0,-1.0
AMZN,2020-02-04,102.4834976196289,102.98999786376952,100.76850128173828,101.49400329589844,105786000.0,2.27349853515625,0.0,2.27349853515625,82.4065741957769,90.76699829101562,102.98999786376952,95.8561706467728,-4.143829353227198,1.025311673838658,0.2290070835849917,0.08594085624679382,263078000.0,1.0
AMZN,2020-02-05,101.99349975585938,103.5510025024414,101.5999984741211,103.5510025024414,87524000.0,-0.48999786376953125,0.48999786376953125,0.0,78.46004361933711,90.76699829101562,103.5510025024414,87.81678478179784,-12.183215218202163,1.312670970683044,0.44676820884379626,0.08240036279481222,175554000.0,-1.0
AMZN,2020-02-06,102.5114974975586,102.81500244140624,101.23999786376952,102.0510025024414,63660000.0,0.5179977416992188,0.0,0.5179977416992188,79.64888368965018,90.76699829101562,103.5510025024414,91.86870570682582,-8.13129429317419,1.5567009202189013,0.6695965728770117,0.10130311650953039,239214000.0,1.0
AMZN,2020-02-07,103.96399688720705,104.92649841308594,101.90499877929688,102.09950256347656,101906000.0,1.4524993896484517,0.0,1.4524993896484517,82.73240207214447,90.76699829101562,104.92649841308594,93.20243287135082,-6.79756712864918,1.8304120244405482,0.9024634601711768,0.13725015145370967,341120000.0,1.0
AMZN,2020-02-10,106.69550323486328,106.77999877929688,104.2480010986328,104.25050354003906,101124000.0,2.731506347656236,0.0,2.731506347656236,87.00482768766895,90.76699829101562,106.77999877929688,99.4723315939731,-0.5276684060269022,2.215897741734338,1.16578699372105,0.1514421151147931,442244000.0,1.0
AMZN,2020-02-11,107.54000091552734,109.29750061035156,106.8000030517578,107.54499816894533,114920000.0,0.8444976806640625,0.0,0.8444976806640625,88.0588122797198,90.76699829101562,109.29750061035156,90.51563921723628,-9.484360782763718,2.5510308633245984,1.4433726964789113,0.15758879600847164,557164000.0,1.0
AMZN,2020-02-12,108.0,109.0124969482422,107.7645034790039,108.16000366210938,66686000.0,0.45999908447265625,0.0,0.45999908447265625,88.63799247760323,90.76699829101562,109.29750061035156,92.99802785703405,-7.001972142965955,2.8160056608590054,1.718324757060778,0.15466037961161838,623850000.0,1.0
AMZN,2020-02-13,107.49349975585938,108.51399993896484,107.0999984741211,107.24949645996094,60636000.0,-0.506500244140625,0.506500244140625,0.0,83.49297656962592,90.76699829101562,109.29750061035156,90.26469534714245,-9.735304652857549,2.953390727087452,1.9656441176050208,0.07026865821753248,563214000.0,-1.0
AMZN,2020-02-14,106.74349975585938,107.9520034790039,106.29450225830078,107.78399658203124,52124000.0,-0.75,0.75,0.0,75.95976863903235,91.5009994506836,109.29750061035156,85.64885967428084,-14.351140325719157,2.9716213285468456,2.1670390116358083,0.06519809131900356,511090000.0,-1.0
AMZN,2020-02-18,107.78350067138672,108.30349731445312,106.20549774169922,106.2509994506836,58912000.0,1.0400009155273438,0.0,1.0400009155273438,78.99244389516814,92.53050231933594,109.29750061035156,90.9703578858471,-9.029642114152898,3.028044335943619,2.339376616414958,0.051715673009414154,570002000.0,1.0
AMZN,2020-02-19,108.51100158691406,109.25499725341795,108.05599975585938,108.38999938964844,51224000.0,0.7275009155273438,0.0,0.7275009155273438,80.93377538528856,92.53050231933594,109.29750061035156,95.30924373112785,-4.69075626887214,3.091037130141899,2.489804063882383,0.06390114906004363,621226000.0,1.0
AMZN,2020-02-20,107.65499877929688,108.8395004272461,106.37249755859376,108.65350341796876,62626000.0,-0.8560028076171875,0.8560028076171875,0.0,71.91157406028964,100.0124969482422,109.29750061035156,82.31016496248161,-17.689835037518392,3.0408837613896367,2.600075917856585,0.05017487215871341,558600000.0,-1.0
AMZN,2020-02-21,104.79850006103516,107.22750091552734,104.4000015258789,107.10749816894533,92926000.0,-2.8564987182617188,2.8564987182617188,0.0,50.3149276526073,100.0124969482422,109.29750061035156,51.54551669509707,-48.454483304902936,2.7528212189895385,2.630637375283128,0.008026847743584531,465674000.0,-1.0
AMZN,2020-02-24,100.4645004272461,101.96499633789062,99.39849853515624,100.15899658203124,130940000.0,-4.3339996337890625,4.3339996337890625,0.0,32.97688947368022,99.39849853515624,109.29750061035156,10.768781378084755,-89.23121862191525,2.1698787556999264,2.5384557367144653,-0.05839986333726932,334734000.0,-1.0
AMZN,2020-02-25,98.63700103759766,101.7300033569336,97.9209976196289,101.3209991455078,124382000.0,-1.8274993896484375,1.8274993896484375,0.0,28.2419534788674,97.9209976196289,109.29750061035156,6.293703948855272,-93.70629605114473,1.5508067762800266,2.340874649644693,-0.08278779804849534,210352000.0,-1.0
AMZN,2020-02-26,98.97949981689452,100.7334976196289,98.02249908447266,98.51399993896484,104492000.0,0.3424987792968608,0.0,0.3424987792968608,30.402905997127363,97.9209976196289,109.29750061035156,9.304284437219428,-90.69571556278058,1.0745321663885505,2.0875535402574457,-0.08352314984356923,314844000.0,1.0
AMZN,2020-02-27,94.21499633789062,98.75,94.13800048828124,96.71900177001952,162880000.0,-4.764503479003892,4.764503479003892,0.0,20.495812160975376,94.13800048828124,109.29750061035156,0.5079049374279362,-99.49209506257206,0.3267531854276058,1.7353349469396184,-0.12352843146913128,151964000.0,-1.0
AMZN,2020-02-28,94.1875,94.48799896240234,90.55650329589844,90.73149871826172,189620000.0,-0.027496337890625,0.027496337890625,0.0,20.451434942339077,90.55650329589844,109.29750061035156,19.374618347025347,-80.62538165297465,-0.26439164839695195,1.335336458953454,-0.11762776922788831,-37656000.0,-1.0
AMZN,2020-03-02,97.69750213623048,97.72550201416016,93.5,95.32450103759766,135234000.0,3.510002136230483,0.0,3.510002136230483,39.68637408077683,90.55650329589844,109.29750061035156,38.10362234471311,-61.896377655286884,-0.4551049458119678,0.9772100954733004,-0.09357646088993443,97578000.0,1.0
AMZN,2020-03-03,95.44950103759766,99.81649780273438,94.40450286865234,98.76850128173828,150690000.0,-2.2480010986328267,2.2480010986328267,0.0,33.66995538062602,90.55650329589844,109.25499725341795,26.16787080721825,-73.83212919278175,-0.7719870002050726,0.6273409127592242,-0.12037028834218744,-53112000.0,-1.0
AMZN,2020-03-04,98.79149627685548,98.9000015258789,96.0999984741211,97.32849884033205,95458000.0,3.3419952392578267,0.0,3.3419952392578267,47.35912099837999,90.55650329589844,109.25499725341795,44.04094254684816,-55.95905745315184,-0.7536378606501017,0.35112635988899327,-0.08233247506334962,42346000.0,1.0
AMZN,2020-03-05,96.20149993896484,98.03600311279295,95.5,96.6500015258789,94964000.0,-2.589996337890639,2.589996337890639,0.0,39.98077342898772,90.55650329589844,109.25499725341795,30.189579202961937,-69.81042079703806,-0.9307846204024912,0.09473020429618528,-0.08203361801040454,-52618000.0,-1.0
AMZN,2020-03-06,95.05449676513672,95.5435028076172,93.4749984741211,93.75,105472000.0,-1.147003173828125,1.147003173828125,0.0,37.03259981575638,90.55650329589844,109.25499725341795,24.05537836072318,-75.94462163927682,-1.1476867501850876,-0.1537640100495955,-0.05384990358885189,-158090000.0,-1.0
AMZN,2020-03-09,90.03050231933594,93.13849639892578,88.06449890136719,88.69300079345703,156264000.0,-5.023994445800781,5.023994445800781,0.0,26.978349762858485,88.06449890136719,109.25499725341795,9.27775923579676,-90.72224076420325,-1.6944154116389285,-0.4619050275148303,-0.08725426186650953,-314354000.0,-1.0
AMZN,2020-03-10,94.59100341796876,94.7135009765625,90.90850067138672,93.54399871826172,142666000.0,4.560501098632827,0.0,4.560501098632827,43.14573683901427,88.06449890136719,108.8395004272461,31.415181888057486,-68.58481811194251,-1.7484334214118462,-0.7192178791296587,-0.04433742751826564,-171688000.0,1.0
AMZN,2020-03-11,91.04299926757812,93.56600189208984,90.0749969482422,92.89250183105467,112496000.0,-3.548004150390639,3.548004150390639,0.0,35.99226555037079,88.06449890136719,107.22750091552734,15.542973715757208,-84.45702628424279,-2.0472468313591037,-0.9848295929146985,-0.03366764521155974,-284184000.0,-1.0
AMZN,2020-03-12,83.83049774169922,88.25,83.75,86.0989990234375,226924000.0,-7.212501525878906,7.212501525878906,0.0,25.914379087387942,83.75,101.96499633789062,0.44193114401987704,-99.55806885598012,-2.820936007045333,-1.352057427304317,-0.10996153691626576,-511108000.0,-1.0
AMZN,2020-03-13,89.25,89.31549835205078,84.03099822998047,87.75,176194000.0,5.419502258300781,0.0,5.419502258300781,40.38634194802486,83.75,101.7300033569336,30.58953822652678,-69.41046177347322,-2.9708756986477454,-1.6758257025482406,-0.08646589678875505,-334914000.0,1.0
AMZN,2020-03-16,84.4574966430664,87.97250366210938,81.30149841308594,82.07550048828125,178346000.0,-4.792503356933594,4.792503356933594,0.0,33.674449999918565,81.30149841308594,100.7334976196289,16.24124309822846,-83.75875690177153,-3.429663643447256,-2.0265972958316216,-0.1151604175510722,-513260000.0,-1.0
AMZN,2020-03-17,90.39199829101562,92.88899993896484,84.46199798583984,88.77349853515625,218342000.0,5.934501647949219,0.0,5.934501647949219,46.40161981836536,81.30149841308594,99.81649780273438,49.09802958466259,-50.901970415337416,-3.284446831961148,-2.278169501014963,-0.08502247969097376,-294918000.0,1.0
