symbol,datetime,close,high,low,open,volume,change_in_price,down_days,up_days,RSI,low_14,high_14,k_percent,r_percent,MACD,MACD_EMA,Price_Rate_Of_Change,On Balance Volume,Prediction
AAPL,2020-01-22,79.42500305175781,79.99749755859375,79.32749938964844,79.6449966430664,101832400.0,0.282501220703125,0.0,0.282501220703125,70.31381938662963,73.1875,79.99749755859375,91.59332287698857,-8.406677123011427,0.5013223345231097,0.37061763605133446,0.04785781077471096,381313600.0,1.0
AAPL,2020-01-23,79.80750274658203,79.88999938964844,78.9124984741211,79.4800033569336,104472000.0,0.38249969482421875,0.0,0.38249969482421875,72.86170120668909,73.1875,79.99749755859375,97.21006049742326,-2.789939502576742,0.5360848098922304,0.40491790421741575,0.03100476682532438,485785600.0,1.0
AAPL,2020-01-24,79.57749938964844,80.8324966430664,79.37999725341797,80.0625,146537600.0,-0.23000335693359375,0.23000335693359375,0.0,68.76669917511451,73.1875,80.8324966430664,83.58407057567275,-16.41592942432725,0.5417747311926462,0.4330820189667771,0.02571459843269075,339248000.0,-1.0
AAPL,2020-01-27,77.23750305175781,77.94249725341797,76.22000122070312,77.51499938964844,161940000.0,-2.339996337890625,2.339996337890625,0.0,41.431798122368114,74.29000091552734,80.8324966430664,45.05164785700459,-54.94835214299542,0.3945810850460134,0.4252044449864116,-0.025271262821768836,177308000.0,-1.0
AAPL,2020-01-28,79.42250061035156,79.5999984741211,78.04750061035156,78.1500015258789,162234000.0,2.18499755859375,0.0,2.18499755859375,58.9937580684424,74.29000091552734,80.8324966430664,78.44865183816927,-21.55134816183073,0.4147743804533661,0.42308016444355756,0.016022802491299393,339542000.0,1.0
AAPL,2020-01-29,81.08499908447266,81.9625015258789,80.34500122070312,81.11250305175781,216229200.0,1.6624984741210938,0.0,1.6624984741210938,67.53910637308837,76.22000122070312,81.9625015258789,84.71915725254124,-15.28084274745875,0.5318954312760269,0.445161442564994,0.04175499503087088,555771200.0,1.0
AAPL,2020-01-30,80.96749877929688,81.02249908447266,79.6875,80.13500213623047,126743200.0,-0.11750030517578125,0.11750030517578125,0.0,66.4105007741141,76.22000122070312,81.9625015258789,82.67300489848954,-17.326995101510466,0.6080884577349366,0.47812691158035514,0.027375983854067032,429028000.0,-1.0
AAPL,2020-01-31,77.37750244140625,80.66999816894531,77.07250213623047,80.23249816894531,199588400.0,-3.589996337890625,3.589996337890625,0.0,41.791237966457345,76.22000122070312,81.9625015258789,20.156746350711657,-79.84325364928834,0.42215749204137865,0.46682882118150526,-0.028927308075481495,229439600.0,-1.0
AAPL,2020-02-03,77.16500091552734,78.37249755859375,75.55500030517578,76.07499694824219,173788400.0,-0.21250152587890625,0.21250152587890625,0.0,40.7592365714208,75.55500030517578,81.9625015258789,25.12680926457771,-74.87319073542228,0.25892378245427494,0.42493871903867914,-0.024986585839157693,55651200.0,-1.0
AAPL,2020-02-04,79.7125015258789,79.91000366210938,78.40750122070312,78.82749938964844,136616400.0,2.5475006103515625,0.0,2.5475006103515625,55.84261287738032,75.55500030517578,81.9625015258789,64.88490719705088,-35.11509280294912,0.3023307581825492,0.40027151740970457,0.003619747725206235,192267600.0,1.0
AAPL,2020-02-05,80.36250305175781,81.19000244140625,79.73750305175781,80.87999725341797,118826800.0,0.6500015258789062,0.0,0.6500015258789062,58.9218081056174,75.55500030517578,81.9625015258789,75.02929115407147,-24.97070884592853,0.3771611127607457,0.3956275057549283,0.006954237209227276,311094400.0,1.0
AAPL,2020-02-06,81.30249786376953,81.30500030517578,80.06500244140625,80.64250183105469,105425600.0,0.9399948120117188,0.0,0.9399948120117188,63.20335820320884,75.55500030517578,81.9625015258789,89.69951562433023,-10.300484375669768,0.49625203294309017,0.41582872925718467,0.021676962550364776,416520000.0,1.0
AAPL,2020-02-07,80.00749969482422,80.8499984741211,79.5,80.59249877929688,117684000.0,-1.2949981689453125,1.2949981689453125,0.0,54.219962537145285,75.55500030517578,81.9625015258789,69.48885745447964,-30.511142545520357,0.49221234203622544,0.4311517628403265,0.035863363439004425,298836000.0,-1.0
AAPL,2020-02-10,80.38749694824219,80.38749694824219,78.4625015258789,78.54499816894531,109348800.0,0.37999725341796875,0.0,0.37999725341796875,56.32191630694582,75.55500030517578,81.9625015258789,75.41936359609642,-24.580636403903583,0.5102482592056248,0.4470094035359364,0.012150163120963953,408184800.0,1.0
AAPL,2020-02-11,79.90249633789062,80.9749984741211,79.67749786376953,80.9000015258789,94323200.0,-0.4850006103515625,0.4850006103515625,0.0,52.75478875561564,75.55500030517578,81.9625015258789,67.85010073299327,-32.14989926700673,0.483684441963419,0.45435862668642607,-0.014583495836882565,313861600.0,-1.0
AAPL,2020-02-12,81.80000305175781,81.80500030517578,80.36750030517578,80.36750030517578,113730400.0,1.8975067138671875,0.0,1.8975067138671875,63.2593326334393,75.55500030517578,81.9625015258789,97.46393377817785,-2.5360662218221477,0.5941182903260653,0.4823538799705419,0.01028195615539751,427592000.0,1.0
AAPL,2020-02-13,81.21749877929688,81.55500030517578,80.8375015258789,81.04750061035156,94747600.0,-0.5825042724609375,0.5825042724609375,0.0,58.64100726470042,75.55500030517578,81.9625015258789,88.37295974014222,-11.627040259857784,0.6311269545025482,0.5121453749614224,0.049626780611049526,332844400.0,-1.0
AAPL,2020-02-14,81.23750305175781,81.49500274658203,80.7125015258789,81.18499755859375,80113600.0,0.0200042724609375,0.0,0.0200042724609375,58.7603090315074,75.55500030517578,81.9625015258789,88.68516057744057,-11.314839422559428,0.654182575848651,0.5405809763945123,0.052776544909118206,412958000.0,1.0
AAPL,2020-02-18,79.75,79.9375,78.65249633789062,78.83999633789062,152531200.0,-1.4875030517578125,1.4875030517578125,0.0,47.10278070155583,75.55500030517578,81.9625015258789,65.4701349298203,-34.529865070179696,0.555133726504323,0.5434938342202064,0.0004704214947879315,260426800.0,-1.0
