close,datetime,high,low,open,symbol,volume
182.00999450683594,2022-01-03,182.8800048828125,177.7100067138672,177.8300018310547,AAPL,104487900.0
179.6999969482422,2022-01-04,182.94000244140625,179.1199951171875,182.6300048828125,AAPL,99310400.0
174.9199981689453,2022-01-05,180.1699981689453,174.63999938964844,179.61000061035156,AAPL,94537600.0
172.0,2022-01-06,175.3000030517578,171.63999938964844,172.6999969482422,AAPL,96904000.0
172.1699981689453,2022-01-07,174.13999938964844,171.02999877929688,172.88999938964844,AAPL,86709100.0
172.19000244140625,2022-01-10,172.5,168.1699981689453,169.0800018310547,AAPL,106765600.0
175.0800018310547,2022-01-11,175.17999267578125,170.82000732421875,172.32000732421875,AAPL,76138300.0
175.52999877929688,2022-01-12,177.17999267578125,174.82000732421875,176.1199951171875,AAPL,74805200.0
172.19000244140625,2022-01-13,176.6199951171875,171.7899932861328,175.77999877929688,AAPL,84505800.0
173.07000732421875,2022-01-14,173.77999877929688,171.08999633789062,171.33999633789062,AAPL,80440800.0
169.8000030517578,2022-01-18,172.5399932861328,169.41000366210938,171.50999450683594,AAPL,90956700.0
166.22999572753906,2022-01-19,171.0800018310547,165.94000244140625,170.0,AAPL,94815000.0
164.50999450683594,2022-01-20,169.67999267578125,164.17999267578125,166.97999572753906,AAPL,91420500.0
162.41000366210938,2022-01-21,166.3300018310547,162.3000030517578,164.4199981689453,AAPL,122848900.0
161.6199951171875,2022-01-24,162.3000030517578,154.6999969482422,160.02000427246094,AAPL,162294600.0
159.77999877929688,2022-01-25,162.75999450683594,157.02000427246094,158.97999572753906,AAPL,115798400.0
159.69000244140625,2022-01-26,164.38999938964844,157.82000732421875,163.5,AAPL,108275300.0
159.22000122070312,2022-01-27,163.83999633789062,158.27999877929688,162.4499969482422,AAPL,121954600.0
170.3300018310547,2022-01-28,170.35000610351562,162.8000030517578,165.7100067138672,AAPL,179935700.0
174.77999877929688,2022-01-31,175.0,169.50999450683594,170.16000366210938,AAPL,115541600.0
174.61000061035156,2022-02-01,174.83999633789062,172.30999755859375,174.00999450683594,AAPL,86213900.0
175.83999633789062,2022-02-02,175.8800048828125,173.3300018310547,174.75,AAPL,84914300.0
172.89999389648438,2022-02-03,176.24000549316406,172.1199951171875,174.47999572753906,AAPL,89418100.0
172.38999938964844,2022-02-04,174.10000610351562,170.67999267578125,171.67999267578125,AAPL,82465400.0
171.66000366210938,2022-02-07,173.9499969482422,170.9499969482422,172.86000061035156,AAPL,77251200.0
174.8300018310547,2022-02-08,175.35000610351562,171.42999267578125,171.72999572753906,AAPL,74829200.0
176.27999877929688,2022-02-09,176.64999389648438,174.89999389648438,176.0500030517578,AAPL,71285000.0
172.1199951171875,2022-02-10,175.47999572753906,171.5500030517578,174.13999938964844,AAPL,90865900.0
168.63999938964844,2022-02-11,173.0800018310547,168.0399932861328,172.3300018310547,AAPL,98670700.0
168.8800048828125,2022-02-14,169.5800018310547,166.55999755859375,167.3699951171875,AAPL,86185500.0
172.7899932861328,2022-02-15,172.9499969482422,170.25,170.97000122070312,AAPL,62527400.0
172.5500030517578,2022-02-16,173.33999633789062,170.0500030517578,171.85000610351562,AAPL,61177400.0
168.8800048828125,2022-02-17,171.91000366210938,168.47000122070312,171.02999877929688,AAPL,69589300.0
167.3000030517578,2022-02-18,170.5399932861328,166.19000244140625,169.82000732421875,AAPL,82772700.0
164.32000732421875,2022-02-22,166.69000244140625,162.14999389648438,164.97999572753906,AAPL,91162800.0
160.07000732421875,2022-02-23,166.14999389648438,159.75,165.5399932861328,AAPL,90009200.0
