symbol,datetime,close,high,low,open,volume,change_in_price,down_days,up_days,RSI,low_14,high_14,k_percent,r_percent,MACD,MACD_EMA,Price_Rate_Of_Change,On Balance Volume,Prediction
KO,2021-01-22,48.4900016784668,48.93999862670898,48.4900016784668,48.810001373291016,15400300.0,-0.45999908447265625,0.45999908447265625,0.0,23.657503286309023,48.2400016784668,54.630001068115234,3.9123634409885977,-96.0876365590114,-0.33191915515720183,-0.2508221747107214,-0.05070477799030282,-161945900.0,-1.0
KO,2021-01-25,48.77999877929688,48.84000015258789,48.2400016784668,48.41999816894531,16604200.0,0.28999710083008523,0.0,0.28999710083008523,31.495927960388116,48.2400016784668,52.619998931884766,12.328708663200503,-87.6712913367995,-0.32620076132026554,-0.2664476651005774,-0.02828689167452958,-145341700.0,1.0
KO,2021-01-26,49.290000915527344,49.400001525878906,48.61000061035156,48.90999984741211,12922600.0,0.5100021362304616,0.0,0.5100021362304616,43.30764813733673,48.2400016784668,52.02000045776367,27.777766564672255,-72.22223343532774,-0.2868302296362373,-0.27064224493379596,-0.01636399291232149,-132419100.0,1.0
KO,2021-01-27,48.52999877929688,49.31999969482422,48.22999954223633,48.88999938964844,21242400.0,-0.7600021362304616,0.7600021362304616,0.0,33.40416252977279,48.22999954223633,51.130001068115234,10.344795834879188,-89.65520416512082,-0.3002775624645011,-0.2767058486572851,-0.0324960341521876,-153661500.0,-1.0
KO,2021-01-28,49.150001525878906,49.5,48.61000061035156,48.68999862670898,17498900.0,0.6200027465820241,0.0,0.6200027465820241,45.20004382486406,48.22999954223633,51.130001068115234,31.724189640340008,-68.27581035966,-0.26779868495912496,-0.2748917357650716,-0.0016249851127622117,-136162600.0,1.0
KO,2021-01-29,48.150001525878906,49.119998931884766,48.11000061035156,49.02999877929688,18670300.0,-1.0,1.0,0.0,33.99424149172006,48.11000061035156,50.86000061035156,1.4545787464488635,-98.54542125355114,-0.3037298782870792,-0.280743699961552,-0.011293618653885007,-154832900.0,-1.0
KO,2021-02-01,48.47999954223633,48.68999862670898,48.18000030517578,48.27000045776367,12183600.0,0.3299980163574219,0.0,0.3299980163574219,39.68761696367682,48.11000061035156,50.369998931884766,16.37164631315987,-83.62835368684013,-0.30624785308514646,-0.2859040250843189,-0.0006184040473066199,-142649300.0,1.0
KO,2021-02-02,48.959999084472656,49.34999847412109,48.630001068115234,48.79999923706055,13319800.0,0.4799995422363281,0.0,0.4799995422363281,47.314644515392786,48.11000061035156,50.36000061035156,37.7777099609375,-62.2222900390625,-0.27276637337871534,-0.2832520344469111,0.005751823696416469,-129329500.0,1.0
KO,2021-02-03,48.77000045776367,49.09000015258789,48.66999816894531,48.95000076293945,12274100.0,-0.18999862670898438,0.18999862670898438,0.0,44.73109999180811,48.11000061035156,50.18000030517578,31.884055300218563,-68.11594469978144,-0.2563389444599835,-0.2778294045028115,-0.003677227831874963,-141603600.0,-1.0
KO,2021-02-04,49.0099983215332,49.06999969482422,48.650001525878906,48.959999084472656,20597400.0,0.23999786376953125,0.0,0.23999786376953125,48.80536818668063,48.11000061035156,49.5,64.7480652066524,-35.25193479334761,-0.2242547910437338,-0.26705085649368054,0.010723790989211723,-121006200.0,1.0
KO,2021-02-05,49.650001525878906,49.77999877929688,49.27000045776367,49.5,12742000.0,0.6400032043457031,0.0,0.6400032043457031,58.270641876627394,48.11000061035156,49.77999877929688,92.21572479327477,-7.784275206725232,-0.1526905717743361,-0.2440702768306541,0.017835235103598857,-108264200.0,1.0
KO,2021-02-08,49.91999816894531,50.16999816894531,49.4900016784668,49.959999084472656,17833200.0,0.26999664306640625,0.0,0.26999664306640625,61.71611508412796,48.11000061035156,50.16999816894531,87.86406328701372,-12.135936712986283,-0.07647800507108116,-0.21042471313289668,0.012781441300795393,-90431000.0,1.0
KO,2021-02-09,49.70000076293945,50.02000045776367,49.630001068115234,49.84999847412109,14592900.0,-0.21999740600585938,0.21999740600585938,0.0,57.270372783895674,48.11000061035156,50.16999816894531,77.18456490178069,-22.81543509821931,-0.031701569483203684,-0.17457172539649593,0.024108840162215373,-105023900.0,-1.0
KO,2021-02-10,49.59999847412109,50.58000183105469,49.52999877929688,50.40999984741211,22965400.0,-0.10000228881836648,0.10000228881836648,0.0,55.1853546825892,48.11000061035156,50.58000183105469,60.3237703398937,-39.676229660106294,-0.003532342613311812,-0.14028093880528908,0.00915558360675206,-127989300.0,-1.0
KO,2021-02-11,50.29999923706055,50.59000015258789,49.79999923706055,49.810001373291016,21928600.0,0.7000007629394602,0.0,0.7000007629394602,65.36860257449966,48.11000061035156,50.59000015258789,88.30641253805084,-11.693587461949157,0.06852654087401078,-0.09843850783718466,0.04465207981408037,-106060700.0,1.0
KO,2021-02-12,50.68999862670898,50.84999847412109,50.38999938964844,50.56999969482422,13137100.0,0.3899993896484304,0.0,0.3899993896484304,69.78264160234838,48.11000061035156,50.84999847412109,94.16058495782946,-5.839415042170551,0.1520660357390895,-0.0482599515670294,0.04558579012665365,-92923600.0,1.0
KO,2021-02-16,50.27000045776367,50.720001220703125,50.15999984741211,50.619998931884766,15093400.0,-0.4199981689453054,0.4199981689453054,0.0,60.24163342746426,48.11000061035156,50.84999847412109,78.83217268062069,-21.16782731937931,0.18501274005870272,-0.0015475861343841864,0.026756564497291357,-108017000.0,-1.0
KO,2021-02-17,50.130001068115234,50.4900016784668,49.88999938964844,50.0,12794300.0,-0.1399993896484375,0.1399993896484375,0.0,57.23200766733125,48.11000061035156,50.84999847412109,73.72270192155102,-26.27729807844898,0.19836234543232933,0.038474035673416916,0.02788600774218497,-120811300.0,-1.0
KO,2021-02-18,50.77000045776367,50.84999847412109,50.02999877929688,50.15999984741211,12747100.0,0.6399993896484375,0.0,0.6399993896484375,66.15176611964068,48.11000061035156,50.84999847412109,97.08036209023322,-2.919637909766773,0.25360885063839333,0.08153511516845491,0.035911083381065634,-108064200.0,1.0
KO,2021-02-19,50.11000061035156,50.83000183105469,49.970001220703125,50.790000915527344,15968800.0,-0.6599998474121094,0.6599998474121094,0.0,52.99907303411835,48.18000030517578,50.84999847412109,72.28470519656439,-27.715294803435608,0.2449867931892129,0.11424618387554683,0.009264835253487202,-124033000.0,-1.0
KO,2021-02-22,50.630001068115234,50.880001068115234,49.66999816894531,49.84999847412109,14370900.0,0.5200004577636719,0.0,0.5200004577636719,60.194044744305856,48.630001068115234,50.880001068115234,88.88888888888889,-11.11111111111111,0.27413926474557826,0.14624102336054406,0.01422281500826661,-109662100.0,1.0
KO,2021-02-23,50.540000915527344,51.5099983215332,50.41999816894531,51.0,16222300.0,-0.09000015258789062,0.09000015258789062,0.0,58.408438524616855,48.650001525878906,51.5099983215332,66.08396878347034,-33.91603121652966,0.28704232929915463,0.17441271234296954,0.01690141126143141,-125884400.0,-1.0
